"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"Sep 2016",50.1290061380999,45.9452357693548,54.3127765068449,43.7304815193565,56.5275307568432
"Oct 2016",57.3290061380999,52.9022455286074,61.7557667475924,50.5588600151861,64.0991522610137
"Nov 2016",70.5290061380999,65.87191643646,75.1860958397397,63.4066020668227,77.651410209377
"Dec 2016",102.9290061381,98.0524541303299,107.80555814587,95.4709634335101,110.38704884269
