FID,ORGANIZATI,FIRENAME,FIRENUMBER,FIRECODE,CAUSE,SPECCAUSE,STATCAUSE,SIZECLASS,FIRETYPE,YEAR_,STARTDATED,CONTRDATED,OUTDATED,STATE,STATE_FIPS,DLATITUDE,DLONGITUDE,TOTALACRES,TRPGENCAUS,TRPSPECCAU
16757,FS,BLUE CUT,66,KL99,Human,30,9,G,1,2016,8/16/16 0:00,8/27/16 0:00,11/20/16 0:00,California,6,34.2625,-117.4625,36274,0,30
16793,FS,Junkins,117,KR8X,Human,25,9,G,1,2016,10/17/16 0:00,,,Colorado,8,38.16111111,-105.1988889,181320,0,25
16809,FS,Fill,141,KQ0S,Natural,1,1,F,1,2016,9/15/16 0:00,10/12/16 0:00,11/17/16 0:00,Arizona,4,34.23861111,-110.3075,3265,0,1
16848,FS,Saddle,7,KA0Y,Natural,1,1,F,1,2016,6/12/16 0:00,9/15/16 0:00,11/2/16 0:00,Utah,49,37.36194444,-113.5527778,2299,0,1
16926,FS,Meadow,56,KTF8,Natural,1,1,F,1,2016,10/29/16 0:00,11/25/16 0:00,12/13/16 0:00,California,6,35.98666667,-118.5516667,4357,0,1
16927,FS,Hidden,59,KTV8,Natural,1,1,F,1,2016,10/29/16 0:00,11/23/16 0:00,12/12/16 0:00,California,6,36.26444444,-118.6355556,2739,0,1
16956,FS,Jacobson,51,KSJ7,Human,30,9,F,1,2016,10/20/16 0:00,10/21/16 0:00,12/12/16 0:00,California,6,36.22777778,-118.5633333,1702,8,30
16987,FS,SOUP 2,23,KQV5,Human,30,7,F,1,2016,9/17/16 0:00,12/12/16 0:00,12/12/16 0:00,California,6,41.29222222,-120.2852778,2588,0,30
16992,FS,slate,48,KR2C,Natural,1,1,F,1,2016,10/4/16 0:00,10/14/16 0:00,12/12/16 0:00,California,6,36.09361111,-118.5788889,1825,0,1
16997,FS,Copper King,51,KJ37,Human,9,4,G,1,2016,7/30/16 0:00,11/28/16 0:00,11/28/16 0:00,Montana,30,47.60111111,-115.2052778,28553,8,9
17056,FS,Cedar,32,KME1,Human,30,9,G,1,2016,8/16/16 0:00,8/16/16 0:00,12/8/16 0:00,California,6,35.74555556,-118.5913889,29192.52,8,30
17067,FS,Pivot Rock,51,J89H,Natural,1,1,G,1,2016,5/19/16 0:00,5/19/16 0:00,7/17/16 0:00,Arizona,4,34.48833333,-111.4027778,5900,0,1
17069,FS,Eden,179,KJF3,Natural,1,1,F,1,2016,7/27/16 0:00,9/9/16 0:00,9/9/16 0:00,Arizona,4,34.62944444,-111.2797222,1175,0,1
17072,FS,Pinchot,225,KQM8,Natural,1,1,F,1,2016,8/29/16 0:00,8/29/16 0:00,11/29/16 0:00,Arizona,4,34.46388889,-111.2058333,3860,0,1
17101,FS,Jack,57,J9LG,Natural,1,1,G,1,2016,5/29/16 0:00,5/29/16 0:00,7/21/16 0:00,Arizona,4,34.74444444,-111.3972222,33850,0,1
17132,FS,Roaring,12,KJS4,Natural,1,1,G,1,2016,7/26/16 0:00,10/1/16 0:00,10/15/16 0:00,Idaho,16,45.24166667,-114.5833333,5731,0,1
17162,FS,Rail,41,KJ3V,Human,30,9,G,1,2016,7/31/16 0:00,9/30/16 0:00,12/1/16 0:00,Oregon,41,44.4075,-118.3827778,43799,0,30
17212,FS,Fly Canyon,34,EKW6,Natural,1,1,F,1,2016,9/8/16 0:00,10/21/16 0:00,11/18/16 0:00,Utah,49,39.41777778,-111.3058333,2866,0,1
17246,FS,ROCK CREEK,66,KP5B,Human,30,9,F,1,2016,9/10/16 0:00,10/28/16 0:00,10/28/16 0:00,Washington,53,46.91083333,-120.9541667,1383,0,30
17330,FS,Lava Mountain,5,KF6X,Natural,1,1,G,1,2016,7/10/16 0:00,10/4/16 0:00,11/17/16 0:00,Wyoming,56,43.64222222,-109.9683333,14651,0,1
17334,FS,Fulton,147,KP8T,Natural,1,1,F,1,2016,9/12/16 0:00,10/13/16 0:00,11/10/16 0:00,Arizona,4,34.29972222,-110.91,3238,0,1
17378,FS,Cowboy,48,J876,Natural,1,1,F,1,2016,5/17/16 0:00,7/27/16 0:00,7/30/16 0:00,Arizona,4,35.04638889,-111.6758333,2170,0,1
17398,FS,Granite,26,KN3T,Natural,1,1,F,1,2016,8/15/16 0:00,10/19/16 0:00,10/31/16 0:00,Idaho,16,47.01333333,-115.4513889,1030,0,1
17424,FS,Hunter Peak,10,KLM4,Natural,1,1,F,1,2016,8/7/16 0:00,10/6/16 0:00,10/12/16 0:00,Wyoming,56,44.85916667,-109.7019444,3595,0,1
17480,FS,Porcupine,19,EKW6,Natural,1,1,F,1,2016,7/23/16 0:00,10/21/16 0:00,11/3/16 0:00,Utah,49,39.04972222,-111.5783333,2050,0,1
17581,FS,Grape,16,KN9B,Natural,1,1,F,1,2016,9/1/16 0:00,9/27/16 0:00,10/18/16 0:00,Idaho,16,42.17722222,-113.615,1260,0,1
17640,FS,Ord,152,KQJ5,Natural,1,1,F,1,2016,9/14/16 0:00,9/14/16 0:00,10/24/16 0:00,Arizona,4,33.90527778,-111.4166667,1335,0,1
17658,FS,Cliff Creek,11,EKW3,Natural,1,1,G,1,2016,7/17/16 0:00,10/19/16 0:00,10/19/16 0:00,Wyoming,56,43.23916667,-110.4911111,34313,0,1
17665,FS,Lower Ebbs,10,KHP7,Natural,1,1,G,1,2016,7/23/16 0:00,8/1/16 0:00,10/17/16 0:00,Utah,49,39.17527778,-112.1808333,5634,0,1
17760,FS,Doghead,42,KAQ2,Human,30,2,G,1,2016,6/14/16 0:00,9/12/16 0:00,9/12/16 0:00,New Mexico,35,34.81111111,-106.3747222,17912,3,30
17770,FS,Sacata,44,KR48,Human,30,9,F,1,2016,10/11/16 0:00,10/15/16 0:00,10/31/16 0:00,California,6,36.93305556,-119.2497222,1900,0,30
17947,FS,Black,30,KNK7,Natural,1,1,F,1,2016,8/19/16 0:00,10/11/16 0:00,10/11/16 0:00,Idaho,16,43.58833333,-111.4283333,1040,0,1
17948,FS,Tie,31,KM8F,Human,30,9,F,1,2016,8/22/16 0:00,9/8/16 0:00,10/6/16 0:00,Idaho,16,43.555,-111.25,1031,0,30
18012,FS,Kelso,10,KA2,Natural,1,1,F,1,2016,6/14/16 0:00,8/22/16 0:00,10/6/16 0:00,Colorado,8,38.56222222,-108.5058333,1486,0,1
18082,FS,Peterson Hollow,98,KM5U,Human,9,4,F,1,2016,8/21/16 0:00,9/26/16 0:00,9/26/16 0:00,Utah,49,41.99444444,-111.5730556,1242,0,9
18193,FS,Reservoir,40,KA84,Human,3,2,F,1,2016,6/20/16 0:00,7/3/16 0:00,12/30/16 0:00,California,6,34.18833333,-117.8688889,1146,4,3
18307,FS,Long Draw,12,KB40,Natural,1,1,F,1,2016,6/21/16 0:00,6/30/16 0:00,8/8/16 0:00,Colorado,8,37.66611111,-108.3677778,2142,0,1
18384,FS,Cooney,57,KE8M,Natural,1,1,F,1,2016,7/8/16 0:00,8/18/16 0:00,8/18/16 0:00,New Mexico,35,33.43361111,-108.2402778,3620,0,1
18516,FS,Burro,51,F2,Natural,1,1,F,1,2016,6/20/16 0:00,6/30/16 0:00,7/22/16 0:00,Arizona,4,33.15861111,-109.1591667,1174,0,1
18518,FS,Maple,53,KBP3,Natural,1,1,F,1,2016,6/20/16 0:00,7/14/16 0:00,7/22/16 0:00,Arizona,4,33.34666667,-109.0888889,1408,0,1
18650,FS,McKenna,8,J8XA,Natural,1,1,G,1,2016,5/6/16 0:00,8/25/16 0:00,9/7/16 0:00,New Mexico,35,33.2425,-108.5225,10210,0,1
18651,FS,Turkey,21,J911,Natural,1,1,G,1,2016,6/5/16 0:00,8/25/16 0:00,9/7/16 0:00,New Mexico,35,33.14888889,-108.3261111,6920,0,1
18652,FS,Timber,52,KFF7,Natural,1,1,F,1,2016,7/3/16 0:00,8/25/16 0:00,9/7/16 0:00,New Mexico,35,33.11388889,-108.0755556,2800,0,1
18710,FS,Elk,92,F8,Natural,1,1,F,1,2016,7/21/16 0:00,8/9/16 0:00,8/26/16 0:00,Arizona,4,34.18166667,-109.8602778,1822,0,1
18768,FS,Juniper,44,J9BB,Natural,1,1,G,1,2016,5/17/16 0:00,7/28/16 0:00,8/11/16 0:00,Arizona,4,33.88527778,-110.9308333,30641,0,1
18779,FS,CoCo,52,KHE7,Natural,1,1,F,1,2016,7/22/16 0:00,8/17/16 0:00,8/17/16 0:00,Arizona,4,35.92694444,-112.0372222,2425,0,1
18943,FS,North Fire,29,J9F5,Natural,1,1,G,1,2016,5/20/16 0:00,8/19/16 0:00,8/19/16 0:00,New Mexico,35,33.78777778,-107.425,42102,0,1
18992,FS,SCOTT,23,KC6S,Natural,1,1,F,1,2016,6/28/16 0:00,8/8/16 0:00,8/8/16 0:00,Arizona,4,35.93388889,-111.9030556,2499,0,1
19143,FS,Black Peak,70,KH1N,Natural,1,1,F,1,2016,7/24/16 0:00,8/10/16 0:00,8/10/16 0:00,Arizona,4,31.4725,-111.2913889,4644,0,1
19554,FS,Coleman,4,J9VK,Human,11,5,F,1,2016,6/4/16 0:00,6/21/16 0:00,6/25/16 0:00,California,6,36.47444444,-121.2866667,2520,9,11
19819,FS,Mule Ridge,33,J9QQ,Human,30,9,G,1,2016,5/31/16 0:00,6/20/16 0:00,6/20/16 0:00,Arizona,4,31.43472222,-111.2163889,8522,0,30
19833,FS,La Sierra,26,J853,Human,30,9,G,1,2016,5/16/16 0:00,5/25/16 0:00,5/25/16 0:00,Arizona,4,31.35,-111.1097222,5000,0,30
20491,FS,Little Valley,72,KR6X,Human,17,9,F,1,2016,10/14/16 0:00,10/19/16 0:00,12/1/16 0:00,Nevada,32,39.24444444,-119.8791667,2291,3,17
20545,FS,Griffin Gulch,76,KN92,Natural,1,1,F,1,2016,9/2/16 0:00,9/22/16 0:00,9/22/16 0:00,Montana,30,45.30611111,-106.3786111,1320,0,1
31551,FS,ALAMO,9,P3D5NP,Human,9,4,G,0,2008,4/18/08 0:00,4/28/08 0:00,5/7/08 0:00,Arizona,4,31.36527778,-111.1238889,5070,0,0
31611,FS,PENA,12,P3F07T,Human,30,9,G,0,2011,3/11/11 0:00,4/1/11 0:00,4/1/11 0:00,Arizona,4,31.37,-111.0019444,6050,0,0
31618,FS,SCHOOL CANYON,35,P3GT66,Human,8,4,G,0,2012,5/8/12 0:00,5/11/12 0:00,5/20/12 0:00,Arizona,4,31.37,-110.4119444,7049,0,0
31678,FS,DUKE,18,P3F1N0,Human,30,9,G,0,2011,3/20/11 0:00,3/31/11 0:00,4/6/11 0:00,Arizona,4,31.37916667,-110.7558333,8500,0,0
31704,FS,CAMPINI,40,P3GU9X,Human,8,4,G,0,2012,5/21/12 0:00,5/25/12 0:00,5/30/12 0:00,Arizona,4,31.38333333,-110.45,12015,0,0
31856,FS,BULL,27,P3F2Y9,Human,30,9,G,0,2011,4/26/11 0:00,5/19/11 0:00,6/1/11 0:00,Arizona,4,31.39666667,-111.0566667,9711,0,0
31859,FS,MILLER,63, ,Natural,1,4,F,0,1994,6/3/94 0:00,6/7/94 0:00,6/9/94 0:00,Arizona,4,31.39666667,-110.26,2950,0,0
31929,FS,OVERSITE,12,P33917,Human,9,4,F,0,2002,2/27/02 0:00,3/6/02 0:00,4/1/02 0:00,Arizona,4,31.40166667,-110.315,2189,0,0
32142,FS,FLORIDA,61,P3BY9D,Natural,1,1,G,0,2005,7/7/05 0:00,7/24/05 0:00,9/1/05 0:00,Arizona,4,31.42277778,-111.33,23183,0,0
32155,FS,SOLDIER BASIN,20,P3HG5M,Human,9,4,G,0,2013,5/17/13 0:00,5/28/13 0:00,7/17/13 0:00,Arizona,4,31.424722,-110.755,10775,0,0
32288,FS,MERRITT,55,P33940,Human,30,9,F,0,2002,4/19/02 0:00,4/20/02 0:00,5/2/02 0:00,Arizona,4,31.43305556,-110.4372222,2653,0,0
32291,FS,SHANNON,19, ,Natural,1,1,F,0,1986,5/2/86 0:00,5/8/86 0:00,5/12/86 0:00,Arizona,4,31.43333333,-110.775,1375,0,0
32478,FS,WILLOW,54,P3CP1Q,Human,25,9,F,0,2006,6/11/06 0:00,6/11/06 0:00,6/18/06 0:00,Arizona,4,31.44527778,-110.655,1806,0,0
32625,FS,MEADOW,1,P3D3MT,Human,25,2,F,0,2008,2/14/08 0:00,2/15/08 0:00,3/1/08 0:00,Arizona,4,31.45694444,-110.655,3876,0,0
32672,FS,MONTANA,7,P3ETE8,Human,9,7,F,0,2009,3/24/09 0:00,4/6/09 0:00,4/30/09 0:00,Arizona,4,31.46194444,-111.1608333,2455,0,0
32682,FS,FRESNAL,13, ,Human,8,9,F,0,1990,5/17/90 0:00,5/18/90 0:00,5/21/90 0:00,Arizona,4,31.46333333,-110.4116667,2960,0,0
32684,FS,CLOVERDALE,119, ,Natural,1,1,F,0,1994,6/30/94 0:00,7/3/94 0:00,7/6/94 0:00,New Mexico,35,31.46333333,-108.9283333,2800,0,0
32704,FS,CUMERO,71, ,Natural,1,1,F,0,1991,7/26/91 0:00,7/30/91 0:00,7/30/91 0:00,Arizona,4,31.46666667,-111.4333333,3040,0,0
32908,FS,RYAN,59,P33947,Human,30,4,G,0,2002,4/29/02 0:00,5/2/02 0:00,5/15/02 0:00,Arizona,4,31.485,-110.6019444,38179,0,0
32994,FS,NUEVO FIRE,32,P3D8RF,Natural,1,1,F,0,2008,6/23/08 0:00,,7/15/08 0:00,Arizona,4,31.49527778,-111.1702778,1533,0,0
33129,FS,HOG,2,P3ERL8,Human,9,4,G,0,2009,3/1/09 0:00,3/9/09 0:00,3/21/09 0:00,Arizona,4,31.50222222,-109.0836111,16802,0,0
33163,FS,FRAGUITA,101, ,Natural,1,1,F,0,1987,7/14/87 0:00,7/16/87 0:00,7/17/87 0:00,Arizona,4,31.50666667,-111.3333333,1200,0,0
33279,FS,RED ROCK,27,P34045,Human,8,4,F,0,2003,5/15/03 0:00,5/20/03 0:00,6/1/03 0:00,Arizona,4,31.51944444,-110.6569444,2763,0,0
33316,FS,FRAGUITA,24,P3FD44,Human,9,9,F,0,2010,5/16/10 0:00,5/20/10 0:00,5/25/10 0:00,Arizona,4,31.52555556,-111.3402778,1914,0,0
33318,FS,WHITMIRE,20,P3D67E,Human,17,9,F,0,2008,5/21/08 0:00,5/23/08 0:00,6/7/08 0:00,New Mexico,35,31.52611111,-108.9766667,4046,0,0
33411,FS,FEROSA,83, ,Human,10,4,F,0,1987,7/5/87 0:00,7/7/87 0:00,7/12/87 0:00,Arizona,4,31.53833333,-110.4866667,1385,0,0
33420,FS,MURPHY,44,P3F4EJ,Human,30,9,G,0,2011,5/30/11 0:00,7/21/11 0:00,8/2/11 0:00,Arizona,4,31.54055556,-111.1577778,68079,0,0
33469,FS,RESEARCH WELL,104, ,Natural,1,1,F,0,1987,7/16/87 0:00,7/20/87 0:00,7/21/87 0:00,Arizona,4,31.55,-110.525,2770,0,0
33472,FS,SOUTH,68, ,Natural,1,1,F,0,1987,6/27/87 0:00,7/1/87 0:00,7/7/87 0:00,Arizona,4,31.55,-109.0666667,2910,0,0
33526,FS,SKELETON FIRE,100,P34104,Natural,1,1,F,0,2003,7/14/03 0:00,7/22/03 0:00,7/25/03 0:00,Arizona,4,31.5575,-109.0802778,4300,0,0
33528,FS,CANELO,24,P3EV41,Human,30,2,F,0,2009,5/6/09 0:00,5/9/09 0:00,5/21/09 0:00,Arizona,4,31.55805556,-110.5133333,4208,0,0
33554,FS,SKELETON,46,P3EX1R,Natural,1,1,G,0,2009,5/30/09 0:00,6/9/09 0:00,6/30/09 0:00,New Mexico,35,31.56444444,-109.0058333,8591,0,0
33596,FS,WHITE TANK,33,P3D8SD,Natural,1,1,G,0,2008,6/23/08 0:00,7/11/08 0:00,7/15/08 0:00,Arizona,4,31.57,-111.1436111,8135,0,0
33688,FS,BUCK,56,P3D9YK,Human,9,9,F,0,2008,7/3/08 0:00,7/6/08 0:00,7/12/08 0:00,Arizona,4,31.59416667,-109.3608333,2021,0,0
33694,FS,LAMPSHIRE,36, ,Natural,1,1,F,0,1987,6/9/87 0:00,6/16/87 0:00,6/19/87 0:00,Arizona,4,31.59666667,-110.6516667,2400,0,0
34068,FS,MAY,18, ,Natural,1,1,F,0,1988,5/16/88 0:00,5/18/88 0:00,5/20/88 0:00,Arizona,4,31.7,-109.1666667,1500,0,0
34140,FS,FISH,14,P3EU3L,Human,30,9,F,0,2009,4/21/09 0:00,4/23/09 0:00,5/2/09 0:00,Arizona,4,31.72305556,-110.7663889,1050,0,0
34268,FS,JACK WOOD,34,G3D8TB,Natural,1,1,G,0,2008,6/23/08 0:00,6/24/08 0:00,7/7/08 0:00,Arizona,4,31.76472222,-109.1652778,8609,0,0
34311,FS,MELENDREZ PASS,45,P3EX03,Natural,1,1,G,0,2009,5/29/09 0:00,6/8/09 0:00,6/9/09 0:00,Arizona,4,31.77083333,-110.8222222,5791,0,0
34323,FS,BRUSHY,37,P3FG3Q,Natural,1,1,G,0,2010,6/24/10 0:00,7/10/10 0:00,7/21/10 0:00,Arizona,4,31.77277778,-109.33,5935,0,0
34329,FS,GREATERVILLE,30,P3F27X,Human,14,2,F,0,2011,5/2/11 0:00,5/30/11 0:00,5/31/11 0:00,Arizona,4,31.77527778,-110.7530556,1825,0,0
34431,FS,French Joe,65,P3J5L8,Human,30,9,C,1,2015,12/26/15 0:00,,1/4/16 0:00,Arizona,4,31.80333333,-110.3705556,1957,9,30
34478,FS,HORSESHOE,26,P3FEQ9,Human,8,4,F,0,2010,5/26/10 0:00,7/2/10 0:00,7/19/10 0:00,Arizona,4,31.81777778,-109.2022222,3401,0,0
34484,FS,HORSESHOE 2,34,P3F3KV,Human,30,9,G,0,2011,5/8/11 0:00,6/25/11 0:00,8/17/11 0:00,Arizona,4,31.81972222,-109.2111111,222954,0,0
34492,FS,DARNELL,80,P33986,Natural,1,1,G,0,2002,6/28/02 0:00,7/16/02 0:00,7/24/02 0:00,Arizona,4,31.82222222,-109.1388889,5942,0,0
34608,FS,Gunsite Pass,64,P3J5HZ,Human,30,9,D,1,2015,12/8/15 0:00,,12/14/15 0:00,Arizona,4,31.84972222,-110.7586111,2023,9,30
34689,FS,COTTONWOOD,52,P3GY9A,Natural,1,1,F,0,2012,6/25/12 0:00,7/1/12 0:00,7/17/12 0:00,Arizona,4,31.86833333,-110.375,1682,0,0
34776,FS,NOONAN,48, ,Natural,1,1,A,1,2015,8/20/15 0:00,,10/26/15 0:00,Arizona,4,31.89666667,-109.9188889,8221,1,1
34798,FS,FAGAN,72, ,Human,9,1,G,0,1989,7/5/89 0:00,7/12/89 0:00,7/14/89 0:00,Arizona,4,31.90333333,-110.74,9500,0,0
34808,FS,RATTLESNAKE,94, ,Human,9,1,G,0,1994,6/28/94 0:00,7/30/94 0:00,8/5/94 0:00,Arizona,4,31.90666667,-109.3033333,27720,0,0
34869,FS,DRAGOON,40, ,Natural,1,1,B,1,2015,7/23/15 0:00,,10/17/15 0:00,Arizona,4,31.93333333,-110.0183333,5974,1,1
34931,FS,FOURR,85,P3GC7B,Natural,1,1,F,0,2011,8/25/11 0:00,9/6/11 0:00,9/11/11 0:00,Arizona,4,31.98222222,-110.0336111,1632,0,0
34969,FS,BIG,16, ,Natural,1,9,G,0,1990,5/13/90 0:00,6/13/90 0:00,6/27/90 0:00,New Mexico,35,32.04666667,-104.77,33135,0,0
35011,FS,DISTILLERY,29,P3D8JR,Natural,1,1,G,0,2008,6/21/08 0:00,7/1/08 0:00,7/14/08 0:00,Arizona,4,32.06166667,-110.5291667,7950,0,0
35079,FS,LOOKOUT,38,P3F70G,Natural,1,1,F,0,2011,7/20/11 0:00,8/1/11 0:00,8/6/11 0:00,New Mexico,35,32.08555556,-104.7216667,3825,0,0
35118,FS,HOOPER,95, ,Human,8,1,F,0,1989,7/10/89 0:00,7/10/89 0:00,7/18/89 0:00,New Mexico,35,32.1,-104.7833333,1500,0,0
35136,FS,NORTHSTAR,17,P33840,Natural,1,1,F,0,2001,5/9/01 0:00,5/18/01 0:00,5/21/01 0:00,Arizona,4,32.10166667,-110.4233333,2000,0,0
35192,FS,DINNER,53,P3F9PZ,Natural,1,1,F,0,2011,8/6/11 0:00,8/11/11 0:00,8/18/11 0:00,New Mexico,35,32.12083333,-104.6819444,3100,0,0
35309,FS,HORSE CANYON,13,P3GZ8A,Natural,1,1,G,0,2012,6/29/12 0:00,7/11/12 0:00,7/18/12 0:00,New Mexico,35,32.16861111,-104.6625,7287,0,0
35335,FS,QUEEN,11,P3F3NQ,Human,30,7,F,0,2011,5/10/11 0:00,5/12/11 0:00,5/31/11 0:00,New Mexico,35,32.18888889,-104.7677778,4300,0,0
35351,FS,DEVILS DEN,19,P36943,Natural,1,1,F,0,2001,5/25/01 0:00,6/4/01 0:00,6/24/01 0:00,New Mexico,35,32.20027778,-104.6844444,1250,0,0
35399,FS,FOX,48,P3GX5W,Natural,1,1,G,0,2012,6/16/12 0:00,6/25/12 0:00,7/8/12 0:00,Arizona,4,32.22694444,-110.465,7474,0,0
35431,FS,LAST CHANCE,9,P3F2UG,Human,30,9,G,0,2011,4/24/11 0:00,5/5/11 0:00,5/20/11 0:00,New Mexico,35,32.245,-104.7108333,53000,0,0
35456,FS,CHIVA,73, ,Human,8,1,G,0,1989,7/5/89 0:00,7/10/89 0:00,7/20/89 0:00,Arizona,4,32.25666667,-110.615,9580,0,0
35693,FS,PROVIDENCIA,18, ,Natural,1,1,F,0,1986,5/2/86 0:00,5/2/86 0:00,5/4/86 0:00,Arizona,4,32.338333,-110.695,1128,0,0
35699,FS,DUQUESNE,5,P3F0KZ,Human,8,9,F,0,2011,2/14/11 0:00,2/22/11 0:00,2/27/11 0:00,Arizona,4,32.33944444,-110.7425,1995,0,0
35707,FS,MEXICO 2,36, ,Natural,1,4,G,0,1989,5/5/89 0:00,5/15/89 0:00,5/20/89 0:00,Arizona,4,32.34166667,-110.725,5505,0,0
35708,FS,SEVEN FALLS,128, ,Human,9,1,F,0,1987,9/5/87 0:00,9/13/87 0:00,9/15/87 0:00,Arizona,4,32.34166667,-110.77,4100,0,0
35712,FS,SAN ANTONIO,27,P3DFB0,Human,8,4,F,0,2007,5/14/07 0:00,5/16/07 0:00,5/25/07 0:00,Arizona,4,32.34305556,-110.6483333,1543,0,0
35759,FS,NORTH TANK,39,P3F3N8,Human,30,9,F,0,2011,5/10/11 0:00,5/12/11 0:00,5/21/11 0:00,Arizona,4,32.35416667,-110.6705556,1150,0,0
35773,FS,LOCHIEL,51,P3EY23,Human,30,9,F,0,2009,6/11/09 0:00,6/15/09 0:00,6/24/09 0:00,Arizona,4,32.3575,-110.6347222,2660,0,0
35795,FS,PUSCH,42, ,Natural,1,1,F,0,1987,6/14/87 0:00,6/19/87 0:00,6/20/87 0:00,Arizona,4,32.36666667,-110.9366667,1200,0,0
35825,FS,Pine,30, ,Natural,1,1,B,1,2015,6/27/15 0:00,,7/28/15 0:00,Arizona,4,32.37111111,-110.1358333,1080,1,1
35842,FS,BULLOCK,67,P33962,Human,30,9,G,0,2002,5/20/02 0:00,7/15/02 0:00,7/22/02 0:00,Arizona,4,32.37416667,-110.61,30600,0,0
36053,FS,ACREY,40,P3F71A,Natural,1,1,G,0,2011,7/20/11 0:00,7/26/11 0:00,7/30/11 0:00,New Mexico,35,32.40333333,-104.9016667,18835.4,0,0
36354,FS,STATE PARK,31, ,Natural,1,9,F,0,1992,6/20/92 0:00,6/22/92 0:00,6/25/92 0:00,Arizona,4,32.42666667,-110.915,1581,0,0
36367,FS,SHOVEL,63, ,Natural,1,1,F,0,1995,7/12/95 0:00,8/4/95 0:00,8/14/95 0:00,Arizona,4,32.42833333,-110.81,1275,0,0
36400,FS,ASPEN,57,P34068,Human,30,9,G,0,2003,6/17/03 0:00,7/15/03 0:00,9/30/03 0:00,Arizona,4,32.43,-110.7716667,82440,0,0
36538,FS,ROCKY,18,P3D8BD,Natural,1,1,G,0,2008,6/17/08 0:00,6/25/08 0:00,6/30/08 0:00,New Mexico,35,32.44777778,-104.9291667,49092,0,0
36794,FS,GRAPEVINE,63,P3EKV4,Natural,1,1,G,0,2012,6/28/12 0:00,7/2/12 0:00,7/31/12 0:00,Arizona,4,32.56388889,-109.8683333,18300,0,0
36815,FS,ORACLE HILL,88,P34003,Natural,1,1,F,0,2002,7/12/02 0:00,7/22/02 0:00,7/25/02 0:00,Arizona,4,32.57833333,-110.7819444,2397,0,0
36819,FS,GILLESPIE,36, ,Natural,1,1,F,0,1992,6/23/92 0:00,6/27/92 0:00,6/30/92 0:00,Arizona,4,32.58333333,-109.8233333,1275,0,0
36832,FS,YLE,28, ,Human,15,1,F,0,1993,5/27/93 0:00,6/5/93 0:00,6/6/93 0:00,Arizona,4,32.59,-110.405,1062,0,0
36862,FS,REDINGTON,36,G3D8XJ,Natural,1,1,F,0,2008,6/25/08 0:00,6/27/08 0:00,7/8/08 0:00,Arizona,4,32.60083333,-110.4038889,2000,0,0
36865,FS,JACKS,122,G35328,Natural,1,1,F,0,1998,8/16/98 0:00,8/17/98 0:00,11/2/98 0:00,New Mexico,35,32.60333333,-108.42,3000,0,0
37106,FS,MAVERICK,61, ,Human,12,1,F,0,1990,6/26/90 0:00,7/7/90 0:00,7/9/90 0:00,Arizona,4,32.67666667,-110.4183333,2790,0,0
37226,FS,OAK,41,H56L,Natural,1,1,G,0,2014,6/17/14 0:00,7/14/14 0:00,8/4/14 0:00,Arizona,4,32.69361111,-110.2891667,13057,0,0
37243,FS,BRIDGE,36, ,Natural,1,1,F,0,1994,6/2/94 0:00,6/18/94 0:00,9/28/94 0:00,New Mexico,35,32.69666667,-105.755,4966,0,0
37257,FS,CLARK PEAK,21, ,Human,30,9,G,0,1996,4/24/96 0:00,5/16/96 0:00,6/17/96 0:00,Arizona,4,32.69833333,-109.9566667,6716,0,0
37304,FS,MARIJILDA,71, ,Natural,1,1,F,0,1989,7/5/89 0:00,7/10/89 0:00,7/29/89 0:00,Arizona,4,32.70333333,-109.81,3997,0,0
37492,FS,SCOTTABLE,13,P36853,Human,25,9,G,0,2000,5/11/00 0:00,6/19/00 0:00,11/1/00 0:00,New Mexico,35,32.71666667,-105.7180556,16034,0,0
37738,FS,NUTTALL,55, ,Natural,1,1,G,0,2004,6/26/04 0:00,8/3/04 0:00,10/1/04 0:00,Arizona,4,32.73861111,-109.9905556,29400,0,0
37862,FS,HORSE,55,P5C0VQ,Human,8,4,G,0,2006,7/23/06 0:00,7/29/06 0:00,8/4/06 0:00,California,6,32.75444444,-116.6691667,16677,0,0
37891,FS,FRYE MESA,19,P3D63S,Human,17,9,F,0,2008,5/20/08 0:00,6/2/08 0:00,6/5/08 0:00,Arizona,4,32.75777778,-109.8288889,3094,0,0
38071,FS,LITTLE LEWIS,23,P3F5TJ,Natural,1,1,F,0,2011,6/27/11 0:00,7/13/11 0:00,7/23/11 0:00,New Mexico,35,32.78083333,-105.5338889,1110,0,0
38156,FS,LOVELAND,30, ,Natural,1,4,F,0,1992,7/18/92 0:00,7/21/92 0:00,7/24/92 0:00,California,6,32.79055556,-116.7366667,1550,0,0
38242,FS,PINE,73,P5D0JA,Human,8,4,F,0,2007,9/12/07 0:00,10/2/07 0:00,10/5/07 0:00,California,6,32.80277778,-116.5611111,2170,0,0
38371,FS,Bear,57, ,Natural,1,1,A, ,2015,8/26/15 0:00,,8/27/15 0:00,California,6,32.81833333,-116.5297222,1700,1,1
38721,FS,VIEJAS,2,P50772,Human,10,3,G,0,2001,1/3/01 0:00,1/10/01 0:00,1/11/01 0:00,California,6,32.83833333,-116.6647222,10353,0,0
38799,FS,PENASCO,20,P36800,Human,10,3,G,0,2002,4/30/02 0:00,6/30/02 0:00,8/31/02 0:00,New Mexico,35,32.84166667,-105.6166667,16020,0,0
